frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,98,91,97.99,90.99,0.01,0.01,0.492,0.524,0.722,2.142,1,SLOW
2,68,133,68.0,133.01,0.0,0.01,0.201,0.386,0.721,1.710,1,ok
3,56,131,56.0,131.0,0.0,0.0,0.201,0.224,0.720,1.555,1,ok
4,171,94,171.0,93.99,0.0,0.01,0.469,0.319,0.722,1.915,1,ok
5,148,78,148.0,78.0,0.0,0.0,0.328,0.193,0.721,1.657,1,ok
6,136,67,136.0,67.0,0.0,0.0,0.413,0.293,0.729,1.843,1,ok
7,57,0,57.01,10785353.14,0.01,113.14,0.272,1.034,0.721,2.436,1,SLOW
8,55,11,55.01,11.0,0.01,0.0,0.109,0.277,0.726,1.517,1,ok
9,20,43,20.01,43.0,0.01,0.0,0.238,0.432,0.727,1.809,1,ok
10,36,12,36.0,12.0,0.0,0.0,0.201,0.176,0.722,1.508,1,ok
11,100,73,100.01,73.0,0.01,0.0,0.403,0.371,0.725,1.906,1,ok
12,100,84,100.0,84.0,0.0,0.0,0.176,0.224,0.721,1.535,1,ok
13,98,90,97.99,90.01,0.01,0.01,0.176,0.288,0.725,1.598,1,ok
14,70,134,70.01,134.0,0.01,0.0,0.257,0.502,0.720,1.885,1,ok
