frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,125,62,125.0,61.99,0.0,0.01,0.475,0.435,0.727,2.038,1,SLOW
2,134,74,133.99,74.0,0.01,0.0,0.273,0.304,0.721,1.700,1,ok
3,143,86,142.99,86.0,0.01,0.0,0.363,0.240,0.723,1.734,1,ok
4,180,114,180.0,114.0,0.0,0.0,0.341,0.342,0.725,1.809,1,ok
5,51,119,50.99,119.0,0.01,0.0,0.321,0.320,0.722,1.768,1,ok
6,66,128,65.99,128.0,0.01,0.0,0.137,0.127,0.723,1.399,1,ok
7,0,78,10785353.14,78.0,113.14,0.0,0.847,0.401,0.727,2.379,1,SLOW
8,175,66,175.0,66.0,0.0,0.0,0.574,0.224,0.722,1.932,1,ok
9,89,70,89.01,70.0,0.01,0.0,0.274,0.468,0.728,1.877,1,ok
10,17,24,17.0,24.0,0.0,0.0,0.367,0.357,0.726,1.856,1,ok
11,47,26,46.99,26.0,0.01,0.0,0.185,0.281,0.733,1.608,1,ok
12,109,45,108.99,45.01,0.01,0.01,0.354,0.283,0.723,1.763,1,ok
13,35,55,35.0,55.0,0.0,0.0,0.312,0.246,0.726,1.696,1,ok
14,41,66,41.0,66.0,0.0,0.0,0.112,0.278,0.731,1.534,1,ok
