frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,20,48,20.0,47.99,0.0,0.01,0.111,0.463,4.685,5.669,1,SLOW
2,28,48,27.99,48.0,0.01,0.0,0.231,0.096,4.680,5.407,1,SLOW
3,39,53,39.01,53.0,0.01,0.0,0.183,0.112,4.679,5.377,1,SLOW
4,46,59,46.0,59.0,0.0,0.0,0.230,0.353,4.682,5.665,1,SLOW
5,142,66,141.99,65.99,0.01,0.01,0.467,0.238,4.682,5.788,1,SLOW
6,72,86,72.01,86.0,0.01,0.0,0.323,0.336,4.683,5.745,1,SLOW
7,80,92,80.0,92.01,0.0,0.01,0.258,0.352,4.684,5.706,1,SLOW
8,66,134,66.0,134.01,0.0,0.01,0.131,0.416,4.684,5.641,1,SLOW
9,98,95,98.0,95.0,0.0,0.0,0.363,0.463,4.693,5.931,1,SLOW
10,103,90,103.0,89.99,0.0,0.01,0.282,0.432,4.694,5.820,1,SLOW
11,9,68,9.0,68.0,0.0,0.0,0.396,0.386,4.693,5.883,1,SLOW
12,30,1,30.0,0.99,0.0,0.01,0.205,0.417,4.685,5.718,1,SLOW
13,41,8,41.0,7.99,0.0,0.01,0.148,0.338,4.697,5.587,1,SLOW
14,113,54,113.0,54.0,0.0,0.0,0.353,0.448,4.680,5.882,1,SLOW
