frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,120,96,120.0,95.99,0.0,0.01,0.454,0.479,0.722,2.066,1,SLOW
2,88,132,88.01,132.0,0.01,0.0,0.316,0.192,0.726,1.638,1,ok
3,79,131,79.0,130.99,0.0,0.01,0.211,0.255,0.729,1.599,1,ok
4,70,136,70.0,135.99,0.0,0.01,0.189,0.271,0.721,1.586,1,ok
5,83,86,82.99,86.0,0.01,0.0,0.268,0.367,0.722,1.760,1,ok
6,163,70,163.0,70.01,0.0,0.01,0.441,0.249,0.726,1.830,1,ok
7,59,58,59.0,58.0,0.0,0.0,0.288,0.198,0.724,1.618,1,ok
8,49,51,49.01,51.0,0.01,0.0,0.125,0.208,0.723,1.461,1,ok
9,145,1,145.0,1.0,0.0,0.0,0.455,0.256,0.720,1.842,1,ok
10,54,8,53.99,7.99,0.01,0.01,0.356,0.352,0.720,1.829,1,ok
11,27,56,26.99,56.0,0.01,0.0,0.252,0.336,0.726,1.722,1,ok
12,25,63,25.0,63.0,0.0,0.0,0.081,0.192,0.722,1.396,1,ok
13,121,93,121.0,93.0,0.0,0.0,0.523,0.324,0.722,1.979,1,ok
14,89,132,89.0,132.0,0.0,0.0,0.255,0.336,0.722,1.723,1,ok
