frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,50,14,50.0,13.99,0.0,0.01,0.278,0.351,0.724,1.768,1,ok
2,120,54,120.0,54.0,0.0,0.0,0.377,0.447,0.724,1.955,1,ok
3,43,60,43.01,59.99,0.01,0.01,0.295,0.243,0.727,1.672,1,ok
4,49,68,49.0,68.0,0.0,0.0,0.199,0.384,0.724,1.714,1,ok
5,162,89,161.99,89.0,0.01,0.0,0.644,0.355,0.722,2.123,1,SLOW
6,176,95,176.01,95.0,0.01,0.0,0.289,0.247,0.724,1.669,1,ok
7,1,93,1.0,92.99,0.0,0.01,0.482,0.205,0.724,1.823,1,ok
8,95,95,94.99,95.0,0.01,0.0,0.541,0.246,0.721,1.914,1,ok
9,4,75,4.01,75.0,0.01,0.0,0.261,0.271,0.729,1.670,1,ok
10,100,82,100.01,81.99,0.01,0.01,0.426,0.335,0.725,1.896,1,ok
11,100,62,100.0,62.0,0.0,0.0,0.044,0.264,0.728,1.452,1,ok
12,39,13,39.0,13.01,0.0,0.01,0.273,0.462,0.727,1.869,1,ok
13,23,44,23.0,44.01,0.0,0.01,0.126,0.275,0.724,1.535,1,ok
14,119,54,119.0,54.0,0.0,0.0,0.457,0.382,0.726,1.976,1,ok
