frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,56,10,56.0,9.99,0.0,0.01,0.246,0.437,0.724,1.816,1,ok
2,40,60,40.0,59.99,0.0,0.01,0.150,0.448,0.721,1.734,1,ok
3,45,68,45.0,68.0,0.0,0.0,0.112,0.373,0.722,1.617,1,ok
4,150,87,149.99,87.0,0.01,0.0,0.353,0.268,0.722,1.759,1,ok
5,180,104,180.0,104.0,0.0,0.0,0.284,0.324,0.729,1.740,1,ok
6,55,125,55.0,125.01,0.0,0.01,0.297,0.309,0.725,1.740,1,ok
7,93,97,93.0,97.01,0.0,0.01,0.392,0.336,0.724,1.868,1,ok
8,1,75,1.0,75.0,0.0,0.0,0.315,0.259,0.721,1.706,1,ok
9,95,79,95.0,78.99,0.0,0.01,0.435,0.141,0.725,1.716,1,ok
10,14,1,14.0,1.0,0.0,0.0,0.215,0.467,0.727,1.814,1,ok
11,94,48,94.0,48.0,0.0,0.0,0.385,0.450,0.727,1.966,1,ok
12,47,20,47.0,19.99,0.0,0.01,0.185,0.352,0.722,1.672,1,ok
13,55,14,54.99,13.99,0.01,0.01,0.270,0.201,0.726,1.610,1,ok
14,100,45,100.01,45.0,0.01,0.0,0.294,0.382,0.729,1.808,1,ok
