frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,35,69,35.01,69.01,0.01,0.01,0.210,0.432,0.720,1.773,1,ok
2,137,95,137.0,94.99,0.0,0.01,0.450,0.337,0.722,1.911,1,ok
3,35,101,35.0,101.0,0.0,0.0,0.297,0.352,0.726,1.789,1,ok
4,77,121,76.99,121.0,0.01,0.0,0.246,0.277,0.723,1.657,1,ok
5,71,133,71.0,133.0,0.0,0.0,0.348,0.384,0.728,1.866,1,ok
6,88,85,88.01,84.99,0.01,0.01,0.295,0.362,0.724,1.784,1,ok
7,83,76,82.99,76.0,0.01,0.0,0.208,0.352,0.725,1.692,1,ok
8,157,49,157.0,49.0,0.0,0.0,0.452,0.317,0.727,1.900,1,ok
9,157,15,157.0,15.0,0.0,0.0,0.051,0.288,0.725,1.469,1,ok
10,74,22,74.0,22.0,0.0,0.0,0.308,0.359,0.723,1.799,1,ok
11,58,12,58.01,12.0,0.01,0.0,0.171,0.359,0.720,1.657,1,ok
12,124,66,123.99,66.0,0.01,0.0,0.369,0.336,0.722,1.841,1,ok
13,130,78,130.0,78.0,0.0,0.0,0.382,0.256,0.721,1.761,1,ok
14,37,79,36.99,78.99,0.01,0.01,0.281,0.338,0.727,1.753,1,ok
