frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,91,140,91.0,140.0,0.0,0.0,0.402,0.608,0.722,2.141,1,SLOW
2,104,97,104.0,97.01,0.0,0.01,0.177,0.401,0.723,1.718,1,ok
3,72,134,72.0,134.01,0.0,0.01,0.201,0.304,0.723,1.640,1,ok
4,65,139,65.01,139.01,0.01,0.01,0.160,0.272,0.721,1.555,1,ok
5,78,85,77.99,85.0,0.01,0.0,0.171,0.465,0.721,1.763,1,ok
6,68,75,68.01,75.0,0.01,0.0,0.198,0.136,0.729,1.466,1,ok
7,136,55,135.99,55.0,0.01,0.0,0.358,0.257,0.726,1.753,1,ok
8,44,53,44.01,53.01,0.01,0.01,0.252,0.288,0.723,1.676,1,ok
9,58,9,58.01,9.0,0.01,0.0,0.110,0.368,0.723,1.610,1,ok
10,46,6,46.0,6.01,0.0,0.01,0.145,0.112,0.728,1.395,1,ok
11,114,65,114.0,65.0,0.0,0.0,0.413,0.400,0.721,1.939,1,ok
12,18,63,17.99,63.01,0.01,0.01,0.312,0.291,0.726,1.741,1,ok
13,110,94,110.01,94.01,0.01,0.01,0.449,0.325,0.721,1.913,1,ok
14,105,97,105.0,97.0,0.0,0.0,0.266,0.288,0.725,1.694,1,ok
