frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,132,71,132.0,71.0,0.0,0.0,0.455,0.422,0.727,2.011,1,SLOW
2,42,74,42.0,74.0,0.0,0.0,0.234,0.208,0.732,1.579,1,ok
3,12,128,11.99,128.0,0.01,0.0,0.182,0.407,0.728,1.729,1,ok
4,34,105,34.01,105.0,0.01,0.0,0.178,0.308,0.727,1.616,1,ok
5,77,125,77.0,125.0,0.0,0.0,0.408,0.347,0.723,1.881,1,ok
6,79,138,79.01,138.0,0.01,0.0,0.308,0.303,0.723,1.743,1,ok
7,176,68,176.0,68.0,0.0,0.0,0.457,0.382,0.734,1.979,1,ok
8,169,58,169.0,58.0,0.0,0.0,0.324,0.272,0.723,1.727,1,ok
9,105,11,105.0,10.99,0.0,0.01,0.400,0.292,0.728,1.828,1,ok
10,149,16,148.99,16.0,0.01,0.0,0.472,0.209,0.729,1.815,1,ok
11,115,39,115.0,39.0,0.0,0.0,0.283,0.352,0.725,1.775,1,ok
12,124,55,124.01,54.99,0.01,0.01,0.369,0.363,0.722,1.866,1,ok
13,40,64,40.0,64.0,0.0,0.0,0.277,0.255,0.726,1.664,1,ok
14,42,73,42.0,72.99,0.0,0.01,0.121,0.306,0.726,1.563,1,ok
