frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,20,155,20.0,155.0,0.0,0.0,0.172,0.664,0.724,1.974,1,ok
2,18,143,18.0,143.0,0.0,0.0,0.111,0.448,0.723,1.685,1,ok
3,27,138,27.0,137.99,0.0,0.01,0.152,0.358,0.725,1.637,1,ok
4,40,143,40.01,143.0,0.01,0.0,0.231,0.378,0.722,1.733,1,ok
5,55,155,55.0,155.01,0.0,0.01,0.189,0.334,0.722,1.659,1,ok
6,67,168,67.0,167.99,0.0,0.01,0.206,0.256,0.723,1.596,1,ok
7,78,178,78.0,178.0,0.0,0.0,0.353,0.320,0.723,1.800,1,ok
8,91,186,90.99,186.01,0.01,0.01,0.279,0.352,0.723,1.755,1,ok
9,102,186,102.0,186.0,0.0,0.0,0.266,0.096,0.722,1.497,1,ok
10,106,178,106.0,178.01,0.0,0.01,0.271,0.128,0.723,1.530,1,ok
11,106,167,106.0,167.0,0.0,0.0,0.067,0.128,0.723,1.321,1,ok
12,105,155,105.0,155.0,0.0,0.0,0.169,0.287,0.723,1.581,1,ok
13,104,143,103.99,142.99,0.01,0.01,0.187,0.320,0.722,1.644,1,ok
14,112,137,112.0,137.0,0.0,0.0,0.333,0.368,0.723,1.834,1,ok
