frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,20,155,20.0,154.99,0.0,0.01,0.197,0.592,0.725,1.925,1,ok
2,18,143,17.99,143.01,0.01,0.01,0.110,0.256,0.723,1.491,1,ok
3,27,138,27.0,137.99,0.0,0.01,0.202,0.400,0.720,1.732,1,ok
4,40,143,40.0,143.0,0.0,0.0,0.180,0.287,0.727,1.600,1,ok
5,55,155,55.0,155.0,0.0,0.0,0.245,0.304,0.724,1.677,1,ok
6,67,168,67.0,168.0,0.0,0.0,0.291,0.304,0.720,1.727,1,ok
7,78,178,78.0,177.99,0.0,0.01,0.292,0.319,0.725,1.739,1,ok
8,91,186,91.0,185.99,0.0,0.01,0.327,0.129,0.723,1.584,1,ok
9,102,186,102.0,186.0,0.0,0.0,0.301,0.106,0.722,1.531,1,ok
10,106,178,106.0,178.0,0.0,0.0,0.184,0.352,0.721,1.668,1,ok
11,106,167,106.01,167.0,0.01,0.0,0.050,0.145,0.722,1.319,1,ok
12,105,155,105.01,155.0,0.01,0.0,0.170,0.336,0.723,1.634,1,ok
13,104,143,103.99,143.0,0.01,0.0,0.183,0.335,0.724,1.653,1,ok
14,112,137,112.01,137.0,0.01,0.0,0.272,0.288,0.723,1.687,1,ok
