frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,20,155,20.0,155.01,0.0,0.01,0.217,0.631,0.731,1.986,1,ok
2,18,143,18.01,143.0,0.01,0.0,0.110,0.336,0.725,1.584,1,ok
3,27,138,27.0,138.0,0.0,0.0,0.152,0.256,0.721,1.533,1,ok
4,40,143,40.0,143.0,0.0,0.0,0.204,0.289,0.723,1.626,1,ok
5,55,155,55.0,155.01,0.0,0.01,0.244,0.315,0.721,1.684,1,ok
6,67,168,67.0,168.0,0.0,0.0,0.194,0.350,0.724,1.669,1,ok
7,78,178,77.99,178.0,0.01,0.0,0.196,0.310,0.725,1.637,1,ok
8,91,186,91.0,186.0,0.0,0.0,0.221,0.326,0.723,1.682,1,ok
9,102,186,102.0,186.0,0.0,0.0,0.269,0.080,0.726,1.478,1,ok
10,106,178,105.99,178.0,0.01,0.0,0.220,0.448,0.732,1.806,1,ok
11,106,167,106.01,167.0,0.01,0.0,0.069,0.257,0.727,1.458,1,ok
12,105,155,104.99,155.0,0.01,0.0,0.159,0.324,0.724,1.615,1,ok
13,104,143,104.0,143.01,0.0,0.01,0.223,0.383,0.723,1.745,1,ok
14,112,137,112.0,137.0,0.0,0.0,0.297,0.311,0.726,1.740,1,ok
