frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,20,155,20.0,155.01,0.0,0.01,0.172,0.592,11.198,12.376,2,SLOW,RETRY2
2,18,143,17.99,143.01,0.01,0.01,0.115,0.304,0.724,1.553,1,ok
3,27,138,27.0,138.0,0.0,0.0,0.112,0.304,0.723,1.547,1,ok
4,40,143,40.01,143.0,0.01,0.0,0.226,0.272,0.727,1.638,1,ok
5,55,155,55.0,155.0,0.0,0.0,0.171,0.240,0.722,1.541,1,ok
6,67,168,67.0,168.01,0.0,0.01,0.324,0.400,0.723,1.849,1,ok
7,78,178,77.99,177.99,0.01,0.01,0.218,0.176,0.725,1.523,1,ok
8,91,186,90.99,185.99,0.01,0.01,0.261,0.352,0.724,1.750,1,ok
9,102,186,102.0,185.99,0.0,0.01,0.253,0.113,0.724,1.495,1,ok
10,106,178,106.01,178.0,0.01,0.0,0.226,0.406,0.721,1.760,1,ok
11,106,167,106.0,167.0,0.0,0.0,0.049,0.432,0.721,1.603,1,ok
12,105,155,105.0,155.0,0.0,0.0,0.107,0.384,0.724,1.628,1,ok
13,104,143,104.0,143.0,0.0,0.0,0.257,0.350,0.723,1.735,1,ok
14,112,137,112.0,137.0,0.0,0.0,0.293,0.304,0.722,1.727,1,ok
