frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,20,155,19.99,155.0,0.01,0.0,0.158,0.464,0.362,1.390,1,ok
2,18,143,18.0,142.97,0.0,0.03,0.097,0.461,0.723,1.694,1,ok
3,27,138,27.0,138.0,0.0,0.0,0.174,0.288,0.724,1.591,1,ok
4,40,143,40.0,143.0,0.0,0.0,0.147,0.512,0.722,1.794,1,ok
5,55,155,55.01,155.0,0.01,0.0,0.208,0.304,0.721,1.649,1,ok
6,67,168,67.01,168.0,0.01,0.0,0.242,0.348,0.725,1.715,1,ok
7,78,178,78.0,178.0,0.0,0.0,0.237,0.490,0.721,1.852,1,ok
8,91,186,91.0,185.99,0.0,0.01,0.266,0.320,0.723,1.723,1,ok
9,102,186,102.01,186.0,0.01,0.0,0.255,0.130,0.721,1.514,1,ok
10,106,178,106.0,178.01,0.0,0.01,0.211,0.208,0.721,1.543,1,ok
11,106,167,105.99,167.0,0.01,0.0,0.057,0.320,0.723,1.509,1,ok
12,105,155,105.0,154.99,0.0,0.01,0.194,0.240,0.724,1.569,1,ok
13,104,143,104.0,143.0,0.0,0.0,0.175,0.240,0.724,1.548,1,ok
14,112,137,112.0,136.99,0.0,0.01,0.339,0.253,0.724,1.726,1,ok
