frame,hwp_cmd,qwp_cmd,hwp_pos,qwp_pos,hwp_err,qwp_err,t_hwp_s,t_qwp_s,t_trig_s,t_total_s,trig_attempts,flags
1,20,155,19.99,155.0,0.01,0.0,0.175,0.561,0.081,1.230,1,ok
2,18,143,17.99,143.0,0.01,0.0,0.080,0.256,0.096,0.838,1,ok
3,27,138,26.99,138.01,0.01,0.01,0.216,0.144,0.099,0.868,1,ok
4,40,143,40.0,143.01,0.0,0.01,0.196,0.176,0.094,0.871,1,ok
5,55,155,55.0,154.99,0.0,0.01,0.235,0.208,0.065,0.909,1,ok
6,67,168,67.0,168.0,0.0,0.0,0.204,0.208,0.095,0.922,1,ok
7,78,178,78.0,178.01,0.0,0.01,0.305,0.177,0.083,0.970,1,ok
8,91,186,90.99,186.0,0.01,0.0,0.325,0.256,0.097,1.092,1,ok
9,102,186,102.0,186.01,0.0,0.01,0.277,0.090,0.098,0.873,1,ok
10,106,178,106.01,178.0,0.01,0.0,0.149,0.352,0.099,1.015,1,ok
11,106,167,106.0,167.0,0.0,0.0,0.044,0.208,0.098,0.756,1,ok
12,105,155,105.0,155.0,0.0,0.0,0.102,0.240,0.097,0.849,1,ok
13,104,143,103.99,143.0,0.01,0.0,0.100,0.240,0.083,0.824,1,ok
14,112,137,112.01,136.99,0.01,0.01,0.186,0.144,0.067,0.805,1,ok
